StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_TMS,USE_STMS,USE_CS,USE_GAIT,USE_FPC,USE_BL,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_CS,IMP_GAIT,IMP_SGAIT,IMP_FPC,IMP_CFCPS,IMP_DCR,IMP_BL,IMP_AWAC,IMP_PWAC,IMP_ELCS,IMP_ITSPP,IMP_CTS,IMP_SII,IMP_RCTN,IMP_OCS,IMP_OMOS,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_CS,DS_GAIT,DS_SGAIT,DS_FPC,DS_CFCPS,DS_DCR,DS_BL,DS_AWAC,DS_PWAC,DS_ELCS,DS_ITSPP,DS_CTS,DS_SII,DS_RCTN,DS_OCS,DS_OMOS,WREM,EITS,INF_ATS,INF_AATD,INF_ATRW,INF_GAIT,SKL_TMS,SKL_GAIT,LRN_TMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,FTIME,OCC,AGE,COMMENT
3/7/2024 9:20,3/7/2024 9:26,0,100,387,1,3/7/2024 9:26,email,EN,1,3,3,1,4,3,1,-99,-99,4,4,-99,4,2,4,3,4,-99,4,4,4,4,3,4,4,4,3,-99,-99,3,3,3,3,-99,4,4,3,-99,4,4,4,4,2,2,3,3,3,2,"I would like to see more support for podcasting on campus. While there are many departments doing this, everyone is learning on their own.  If there was a dedicated team to help with recording, editing, etc. then the quality and consistency would ris",2,2,2,2,3,3,3,3,3,3,2,1,1,2,1,1,57.5,-99
3/7/2024 9:21,3/7/2024 9:27,0,100,367,1,3/7/2024 9:27,email,EN,2,2,1,4,1,2,2,2,2,4,3,4,1,1,4,3,4,2,4,4,4,2,2,2,3,4,4,4,4,4,4,2,-99,-99,4,4,3,4,3,3,3,4,2,4,3,4,4,3,"a better way for departments to collaborate on projects/planning. All of the current platforms we've tried (Basecamp, Google folders, Planner) seem very clunky and not very streamlined/user friendly. (And we're a relatively tech-savy group...)",2,4,2,1,3,1,2,1,2,3,2,3,3,2,1,4,52.5,-99
3/7/2024 9:12,3/7/2024 9:27,0,100,905,1,3/7/2024 9:27,email,EN,1,2,1,4,1,2,1,-99,-99,4,4,4,-99,-99,4,4,4,3,4,4,4,4,2,4,4,4,-99,-99,-99,4,4,4,-99,-99,4,4,3,-99,4,4,4,4,2,4,4,4,-99,1,"The campus phone situation is not intuitive and hard to use.  I have zoom phone on my phone, but I don't like it.  If I go from wifi to cell, the service drops to a point the person can't hear me.  Then we need to call back or go to cell phone plan. ",3,3,3,1,3,1,3,2,3,3,3,2,3,3,1,4,47.5,-99
3/7/2024 9:14,3/7/2024 9:34,0,100,1230,1,3/7/2024 9:34,email,EN,1,1,1,1,1,2,2,-99,-99,-99,4,-99,-99,-99,4,4,4,4,4,4,4,4,1,4,4,4,-99,-99,-99,3,3,3,-99,-99,3,3,3,2,3,3,3,4,3,3,3,3,-99,3,Please have the loaner laptops equipped to use Raiser's Edge Database view with Citrix,3,2,2,2,3,2,3,3,4,3,2,4,4,1,1,3,42.5,-99
3/7/2024 9:26,3/7/2024 9:36,0,100,585,1,3/7/2024 9:36,email,EN,1,4,1,5,2,2,1,-99,-99,4,4,4,1,3,4,4,4,2,4,4,4,4,4,4,4,4,-99,-99,-99,3,3,4,4,4,4,4,4,-99,4,4,4,4,4,-99,-99,4,-99,5,Improve the experience for remote users at hybrid meetings and events. It's very difficult for remote attendees to hear and participate in meetings where our only access is through a Zoom window on a laptop sitting somewhere in the physical space.,3,3,3,2,3,2,3,4,2,4,2,4,4,2,1,3,57.5,-99
3/7/2024 9:23,3/7/2024 9:37,0,100,831,1,3/7/2024 9:37,email,EN,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,4,4,2,4,4,4,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,4,4,3,4,4,-99,4,4,4,3,-99,3,3,2,1,1,1,1,1,2,2,2,3,3,1,1,1,62.5,-99
3/7/2024 9:33,3/7/2024 9:41,0,100,478,1,3/7/2024 9:41,email,EN,1,2,2,2,1,2,1,-99,-99,2,2,2,-99,-99,3,2,-99,-99,4,4,4,4,-99,-99,4,4,-99,-99,-99,3,3,3,-99,-99,4,3,-99,-99,4,4,4,4,-99,3,3,4,3,1,-99,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,62.5,-99
3/7/2024 9:33,3/7/2024 9:42,0,100,502,1,3/7/2024 9:42,email,EN,1,2,1,4,3,2,1,1,1,3,3,3,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,-99,4,4,3,4,4,4,4,4,4,1,-99,2,2,2,2,3,3,3,3,1,3,1,3,3,2,1,3,42.5,-99
3/7/2024 9:37,3/7/2024 9:43,0,100,362,1,3/7/2024 9:43,email,EN,2,2,1,5,2,3,2,-99,-99,4,4,4,2,2,4,4,4,4,4,4,4,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,-99,2,2,2,2,4,3,3,3,3,3,3,3,3,3,1,1,47.5,-99
3/7/2024 9:36,3/7/2024 9:52,0,100,934,1,3/7/2024 9:52,email,EN,5,5,1,5,3,1,1,4,1,4,1,4,3,1,4,4,1,1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,3,4,-99,-99,4,4,4,1,"Systems such as Bannerweb have antiquated interfaces resulting in much lost productivity when all users are considered. The website remains complex and a hassle to navigate. Overall, IT tries to be all things to all people, diluting its resources. ",2,1,3,2,4,3,3,-99,1,1,1,4,4,4,2,1,72.5,-99
3/7/2024 9:45,3/7/2024 9:55,0,100,631,1,3/7/2024 9:55,email,EN,1,1,1,1,1,2,1,1,1,1,3,2,1,1,3,1,3,1,4,4,4,3,4,4,4,3,3,-99,-99,-99,4,4,-99,-99,4,4,-99,-99,4,2,4,4,4,4,4,4,-99,1,-99,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,4,42.5,-99
3/7/2024 10:07,3/7/2024 10:17,0,100,577,1,3/7/2024 10:17,email,EN,1,4,3,2,1,3,5,2,2,4,4,3,1,1,4,4,4,4,4,4,4,4,1,2,3,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,"More workshops and trainings to help people navigate diverse technology on campus. Ex. Trainings on using the different in-classroom tech. Ex. cohort-based learning team that learns how to build a website together, etc. ",3,1,1,1,2,1,2,1,4,4,4,2,2,4,1,1,23,-99
3/7/2024 10:14,3/7/2024 10:22,0,100,533,1,3/7/2024 10:23,email,EN,1,1,1,4,1,1,1,1,1,1,1,4,1,1,3,3,1,1,3,3,3,4,1,3,3,3,3,-99,-99,-99,-99,4,-99,-99,4,4,-99,-99,4,4,4,4,-99,-99,4,4,4,4,-99,2,1,1,1,1,1,1,2,2,2,2,3,3,2,2,1,57.5,-99
3/7/2024 10:17,3/7/2024 10:26,0,100,510,1,3/7/2024 10:26,email,EN,1,3,2,3,2,2,1,-99,-99,4,3,4,-99,-99,2,2,4,3,4,4,4,3,2,2,3,4,-99,-99,-99,3,3,4,-99,-99,4,4,-99,-99,3,3,2,4,4,-99,4,4,4,2,"I'd like to be able to login to my email while abroad without needing to pay my provider for network access, so I'd like to be able to login without receiving a text",2,2,1,1,3,2,3,3,2,3,1,1,1,2,1,1,32.5,-99
3/7/2024 10:18,3/7/2024 10:29,0,100,665,1,3/7/2024 10:29,email,EN,1,3,3,5,2,2,1,-99,-99,4,4,4,3,3,4,4,4,2,4,4,4,4,3,3,3,4,3,-99,-99,3,4,3,2,3,3,4,2,4,2,1,4,4,1,4,4,4,4,2,"Make wireless more reliable. Zoom phone has created an over-reliance on email- hampering relationships; need instructor-led training so we get the most out of the tech resources, develop our workforce, and get to know our colleagues.  ",3,2,2,1,3,2,3,4,1,4,4,2,2,1,1,4,52.5,-99
3/7/2024 10:23,3/7/2024 10:30,0,100,407,1,3/7/2024 10:30,email,EN,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,2,2,1,4,4,4,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,4,4,3,-99,3,3,2,-99,3,-99,-99,-99,-99,2,"My only issue is the frequency with which I have challenges connecting to the wifi from my computer at work.   I have always been pleased, and appreciative, of the services provided by the helpdesk!",2,2,2,2,2,2,-99,2,2,2,-99,3,3,-99,1,3,62.5,-99
3/7/2024 10:26,3/7/2024 10:32,0,100,385,1,3/7/2024 10:32,email,EN,1,4,1,5,2,2,1,-99,-99,4,2,4,2,2,4,4,4,-99,4,4,4,4,3,3,4,4,3,-99,-99,4,4,4,4,4,4,4,4,-99,3,3,2,3,4,4,4,3,-99,1,-99,3,3,3,2,4,2,2,4,2,3,3,3,3,4,1,1,42.5,-99
3/7/2024 10:32,3/7/2024 10:37,0,100,308,1,3/7/2024 10:37,email,EN,1,3,2,5,1,2,1,1,1,-99,-99,-99,1,1,4,4,-99,1,-99,-99,-99,4,3,4,-99,-99,1,-99,-99,4,4,4,-99,-99,4,4,4,-99,3,3,3,-99,-99,-99,-99,-99,-99,2,Consolidation of systems. Too many platforms across campus doing similar things,2,2,2,1,3,1,3,2,3,3,3,4,3,1,1,4,47.5,-99
3/7/2024 10:32,3/7/2024 10:41,0,100,497,1,3/7/2024 10:41,email,EN,1,1,1,5,1,3,1,-99,-99,4,4,4,-99,-99,4,4,4,-99,4,4,3,3,4,-99,4,4,-99,-99,-99,4,4,4,-99,-99,4,4,-99,-99,4,4,3,4,3,-99,-99,4,-99,1,Having a single profile campus wide would be great.,2,1,2,1,2,-99,3,-99,3,2,2,2,3,1,1,3,57.5,Teams training would be helpful. 
3/7/2024 10:38,3/7/2024 10:43,0,100,302,1,3/7/2024 10:43,email,EN,2,2,1,5,1,3,1,2,2,4,4,4,1,1,4,4,4,4,4,4,4,4,3,3,4,4,4,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,2,I would like an opportunity to meet more IT colleagues.,3,3,3,1,4,1,3,2,4,4,4,2,3,2,1,1,37.5,-99
3/7/2024 10:44,3/7/2024 10:51,0,100,432,1,3/7/2024 10:51,email,EN,1,-99,3,1,1,3,2,1,1,3,3,2,1,1,4,4,4,2,4,4,4,2,4,3,4,4,2,-99,-99,4,4,-99,-99,-99,4,4,4,4,4,3,3,3,1,-99,-99,-99,-99,1,Wish the phones had not been removed. I am very disconnected without my phone. I think that was a real mistake.  Moving into offices with no tech support is awful. There should be a person who comes to your office and helps you get set up. No phone!,3,3,3,1,3,1,1,1,1,2,2,1,1,1,2,1,57.5,"I think in general this college needs to invest in its employees and stop skimping on wages, tech support, PHONES, etc. It is frustrating to say the least especially when you can't live on your wages, can't pay rent or feed kids on your wages, and yet ....... look at what people are paying to be here. And look at how the higher ups live. But the every day support people can't pay rent. It's demoralizing."
3/7/2024 10:46,3/7/2024 10:52,0,100,366,1,3/7/2024 10:52,email,EN,1,2,1,1,1,2,1,1,1,2,2,1,1,1,4,4,2,2,4,4,4,3,3,1,2,3,1,-99,-99,4,4,-99,-99,-99,3,3,3,3,4,4,3,3,4,-99,3,3,-99,4,Guidelines on who to contact when you have an issue with various things.  It is sometimes unclear when we should be contacting Middlebury IT vs GMHEC help desk.,1,1,1,1,3,1,2,2,2,2,2,4,4,1,1,1,42.5,-99
3/7/2024 10:50,3/7/2024 10:56,0,100,345,1,3/7/2024 10:56,email,EN,1,2,1,5,1,1,1,1,1,3,3,3,1,1,4,3,4,3,4,4,4,4,3,2,3,4,3,-99,-99,4,3,3,-99,-99,4,4,3,4,4,4,2,4,3,-99,3,4,4,4,Return to a three-year schedule for laptop replacements (or shorter.),3,2,3,1,3,1,2,2,3,2,2,2,2,3,1,3,47.5,-99
3/7/2024 9:29,3/7/2024 10:59,0,100,5383,1,3/7/2024 10:59,email,EN,2,1,1,5,2,3,1,3,3,3,4,4,2,3,4,2,4,2,4,4,4,3,2,2,4,4,-99,3,-99,4,4,4,3,-99,4,-99,4,4,4,3,3,4,4,3,3,4,1,2,"Software support is severely lacking.  Infrastructure needs are taken care of, but front end needs are being disregarded.  Beyond the simple services that are offered, faculty seem to struggle with support for new software that advances mission.",3,1,3,1,3,2,1,3,4,4,4,2,2,1,1,3,37.5,-99
3/7/2024 10:52,3/7/2024 10:59,0,100,401,1,3/7/2024 10:59,email,EN,1,1,1,5,1,4,1,-99,-99,-99,-99,3,-99,-99,4,4,4,2,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,-99,3,-99,3,1,3,1,3,1,1,3,1,-99,1,3,3,-99,1,1,57.5,-99
3/7/2024 10:52,3/7/2024 11:00,0,100,453,1,3/7/2024 11:00,email,EN,3,2,1,5,1,2,1,4,4,-99,-99,4,1,1,4,3,4,2,4,4,4,3,4,4,4,4,3,3,4,-99,-99,4,-99,-99,4,4,3,-99,3,3,4,-99,4,-99,-99,4,3,4,More frequent laptop replacement and better quality laptops for. I had to replace my laptop a few months early because it was a fire hazard. The new one out of the box was slower and frequently locks up when using Outlook and other common software. ,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,-99,-99
3/7/2024 10:58,3/7/2024 11:07,0,100,519,1,3/7/2024 11:07,email,EN,1,2,1,5,1,3,2,-99,-99,4,4,4,-99,-99,4,2,3,2,4,4,4,4,4,3,4,4,-99,-99,-99,3,4,3,-99,-99,3,4,3,3,4,2,2,4,4,-99,4,4,-99,3,The wifi to always work when I am in the office at 700 Exchange Street,2,1,1,1,3,1,2,2,3,3,2,1,1,1,1,1,57.5,-99
3/7/2024 11:02,3/7/2024 11:08,0,100,378,1,3/7/2024 11:08,email,EN,1,2,1,-99,2,2,1,1,1,3,3,1,2,1,4,4,4,2,4,4,4,2,3,-99,3,4,3,-99,-99,3,3,-99,-99,-99,4,4,3,-99,2,2,3,3,4,-99,3,3,-99,2,"the wifi is sketchy OFTEN and goes out frequently-- we just talked about this in our staff meeting today, in fact",2,1,2,2,3,3,1,3,1,2,1,2,2,1,1,3,52.5,-99
3/7/2024 11:01,3/7/2024 11:08,0,100,402,1,3/7/2024 11:08,email,EN,1,1,1,5,1,2,2,1,1,1,1,4,1,1,4,4,4,4,4,4,4,3,3,3,3,4,1,-99,-99,-99,-99,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,-99,2,-99,3,1,2,1,2,1,2,2,1,2,2,3,3,2,1,1,62.5,-99
3/7/2024 11:01,3/7/2024 11:08,0,100,424,1,3/7/2024 11:08,email,EN,-99,4,1,3,1,2,2,4,1,4,2,2,1,1,4,3,4,4,4,4,4,4,1,2,4,4,3,4,4,4,4,3,-99,-99,3,4,3,4,4,2,3,4,1,1,4,4,4,3,More consistent knowledge base among student helpdesk workers -- how helpful the service is really depends on who you get. ,3,2,3,1,4,1,2,2,2,3,2,4,4,1,1,3,57.5,-99
3/7/2024 11:05,3/7/2024 11:09,0,100,231,1,3/7/2024 11:09,email,EN,1,5,2,5,1,2,2,1,1,4,3,4,1,1,4,3,3,3,4,4,4,4,4,3,4,4,1,-99,-99,3,3,4,-99,-99,3,3,2,4,3,2,3,3,1,-99,3,3,-99,1,-99,2,2,2,2,3,2,3,2,3,4,3,2,2,3,1,4,47.5,-99
3/7/2024 11:05,3/7/2024 11:10,0,100,316,1,3/7/2024 11:10,email,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,3,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,I am an employee at the Snowbowl so most of this does not apply,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,52.5,-99
3/7/2024 11:04,3/7/2024 11:10,0,100,344,1,3/7/2024 11:10,email,EN,1,4,1,1,1,1,1,-99,-99,4,2,1,1,1,2,1,2,1,4,4,4,3,3,1,2,2,2,-99,-99,4,4,-99,-99,-99,3,4,-99,-99,4,3,2,3,3,-99,-99,-99,-99,1,I would like to see websites I use on a daily basis to boot me out less often; the authentication services are quite frustrating,3,2,2,2,4,1,1,1,1,1,1,1,2,2,1,1,32.5,-99
3/7/2024 11:08,3/7/2024 11:12,0,100,193,1,3/7/2024 11:12,email,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,3,4,3,-99,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,4,4,2,3,-99,-99,4,-99,-99,1,Figure out a better way to login than Microsoft Authenticator,1,1,1,1,1,1,1,4,2,3,3,3,3,2,2,2,52.5,-99
3/7/2024 11:04,3/7/2024 11:13,0,100,554,1,3/7/2024 11:13,email,EN,1,2,2,3,1,3,1,4,4,4,4,4,2,2,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,-99,-99,3,4,4,4,1,1,4,4,3,-99,3,3,-99,2,The Wi-Fi connection on campus is unreliable at best. Students have complained about it also. My coworkers and I have daily issues with the connection dropping out and having to reset the connection creating delays in customer service for the student,3,4,2,1,3,1,2,1,3,3,3,2,2,2,1,1,47.5,-99
3/7/2024 11:08,3/7/2024 11:15,0,100,401,1,3/7/2024 11:15,email,EN,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,2,3,1,4,4,4,3,4,1,3,3,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,2,2,3,4,4,-99,4,4,-99,1,"We work for the college community, students use canvas.  There files do not work well on the equipment we have. ",2,3,3,1,1,1,1,1,1,2,2,1,1,1,1,2,62.5,-99
3/7/2024 11:07,3/7/2024 11:15,0,100,503,1,3/7/2024 11:15,email,EN,1,3,1,5,1,3,1,-99,-99,4,-99,3,-99,-99,4,3,1,-99,4,4,4,3,2,3,3,-99,-99,-99,-99,4,4,3,-99,-99,4,4,-99,-99,3,3,3,4,4,-99,-99,-99,-99,1,-99,2,1,1,1,3,1,1,1,1,1,1,3,3,4,2,3,27.5,-99
3/7/2024 11:06,3/7/2024 11:17,0,100,627,1,3/7/2024 11:17,email,EN,2,2,2,3,1,3,1,3,2,2,3,4,1,1,4,3,3,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,-99,-99,4,4,4,4,4,4,3,4,3,1,2,4,4,2,I would like you to provide at a bare minimum a downloadable campus calendar with the fixed breaks and holidays.,3,3,3,1,2,1,1,1,2,3,3,2,2,1,1,1,52.5,Incentivize the faculty to use their Outlook calendars by providing them with a calendar that has important dates already on it.Setting up Doodle polls to schedule basic department meetings is inefficient but it's necessary because very few of my faculty use their Outlook calendars at all.
3/7/2024 11:10,3/7/2024 11:18,0,100,460,1,3/7/2024 11:18,email,EN,1,4,2,5,1,3,2,-99,-99,4,3,3,-99,-99,4,4,4,4,4,4,4,4,4,-99,-99,4,-99,-99,-99,3,3,3,-99,-99,3,4,3,3,3,2,3,4,2,-99,-99,3,-99,3,"Improve connectivity (zoom telephone, wifi, wired internet, and cell phone service) at 700 Exchange Street",2,1,1,1,2,1,2,2,2,3,3,3,3,1,1,3,-99,-99
3/7/2024 11:07,3/7/2024 11:19,0,100,742,1,3/7/2024 11:19,email,EN,1,4,1,2,1,2,1,-99,-99,4,4,-99,-99,-99,4,3,4,1,4,4,4,4,4,4,4,4,-99,-99,-99,4,4,3,-99,-99,4,3,4,-99,3,3,3,4,3,4,3,4,-99,4,"Broadcast of information issues. If something is down on campus, email or text us to let us know. It is helpful to know if it is a campus issue or one we need to investigate with our internet company. ",3,1,1,1,2,1,3,3,3,3,3,2,2,1,1,1,62.5,-99
3/7/2024 11:26,3/7/2024 11:36,0,100,582,1,3/7/2024 11:36,email,EN,3,2,1,5,1,2,1,3,2,3,4,4,1,1,3,3,3,1,4,4,4,3,3,3,4,4,1,3,-99,3,3,3,-99,-99,3,3,3,-99,3,3,2,3,3,3,2,3,-99,2,"Clarity about whether our team needs to migrate off of the n:drive and, if yes, help to structure Teams and/or One Drive so that we're using the tool efficiently and can find shared files more easily.",2,2,2,2,3,1,2,1,2,3,2,3,2,1,1,1,37.5,-99
3/7/2024 11:30,3/7/2024 11:37,0,100,365,1,3/7/2024 11:37,email,EN,1,3,1,5,1,2,1,-99,-99,4,4,4,3,3,4,3,3,-99,4,4,4,4,3,2,3,4,-99,-99,-99,4,4,4,-99,-99,4,4,4,-99,4,3,4,4,3,-99,-99,4,-99,5,"Education/continued learning on new and evolving technologies (Power BI, ChatGPT, etc....)",2,1,1,1,3,1,3,3,1,3,2,3,3,2,1,3,42.5,-99
3/7/2024 11:28,3/7/2024 11:38,0,100,610,1,3/7/2024 11:38,email,EN,1,4,2,1,1,2,1,-99,-99,3,3,-99,-99,-99,3,1,-99,-99,1,1,2,1,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,-99,4,4,-99,-99,4,4,4,4,-99,-99,-99,-99,-99,1,Everything is great!,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,37.5,-99
3/7/2024 11:23,3/7/2024 11:38,0,100,908,1,3/7/2024 11:38,email,EN,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,3,1,1,4,3,3,2,2,1,1,2,2,-99,-99,-99,-99,-99,-99,-99,3,3,3,3,4,4,3,3,3,3,3,3,3,1,-99,2,2,2,1,3,1,2,2,1,2,3,3,3,3,1,2,32.5,-99
3/7/2024 11:33,3/7/2024 11:38,0,100,328,1,3/7/2024 11:38,email,EN,1,2,2,1,1,3,1,-99,-99,3,3,-99,-99,-99,4,4,4,4,4,4,4,3,2,2,4,-99,-99,-99,-99,4,4,-99,-99,-99,4,4,-99,-99,4,4,4,4,3,-99,4,-99,-99,2,I very much appreciate the zoom function option to work with the helpdesk,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,52.5,-99
3/7/2024 11:21,3/7/2024 11:41,0,100,1194,1,3/7/2024 11:41,email,EN,1,3,2,1,1,3,1,-99,-99,4,4,-99,-99,-99,4,4,4,-99,4,4,4,3,-99,-99,3,4,-99,-99,-99,4,4,-99,-99,-99,4,4,3,-99,3,3,3,3,-99,-99,4,4,-99,3,For older employees too much change is challenging. ,2,1,1,1,2,1,3,2,4,3,2,3,3,1,2,3,72.5,I am interested in learning more how technology can assist me in my capacity at the college. Since I have another job off campus so I can afford to work at the college leaves me little time to pursue this knowledge.
3/7/2024 11:40,3/7/2024 11:45,0,100,299,1,3/7/2024 11:45,email,EN,2,5,2,5,1,3,2,2,2,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,2,"I may be unpopular for saying this but I feel we have too many communication systems and storage systems (Zoom, Microsoft and Google Platforms) This has sometimes created a large learning curve in on-boarding for new staff/complicated collaboration.",3,2,3,1,4,1,3,2,1,3,2,1,3,1,1,3,32.5,-99
3/7/2024 11:36,3/7/2024 11:46,0,100,610,1,3/7/2024 11:46,email,EN,1,2,1,5,5,2,1,1,1,2,3,4,4,4,4,4,4,2,4,4,4,3,4,3,4,4,3,-99,-99,4,4,3,2,2,4,4,3,-99,4,4,3,4,3,3,3,4,3,3,Better support and customized service with robust options for non academic websites such as Snowbowl/Rikert.   An all student e-mail system for Snowbowl/Rikert/Golf Course to use that doesn't present a bunch of formatting and functionality issues,2,2,1,1,4,4,2,4,2,4,3,3,3,1,1,4,42.5,Give Rick James a raise!
3/7/2024 11:45,3/7/2024 11:48,0,100,205,1,3/7/2024 11:48,email,EN,1,1,1,5,1,2,1,1,1,1,1,-99,1,1,4,3,4,2,4,4,4,3,1,1,3,4,3,-99,-99,-99,-99,4,-99,-99,4,4,4,-99,4,4,4,4,-99,-99,4,4,-99,4,-99,3,3,3,3,3,2,1,1,2,3,2,4,4,2,2,3,57.5,-99
3/7/2024 11:47,3/7/2024 11:50,0,100,213,1,3/7/2024 11:50,email,EN,1,1,1,4,1,3,2,1,1,1,1,4,1,1,4,4,4,4,4,4,4,4,4,3,3,4,-99,-99,-99,-99,-99,4,-99,-99,4,4,2,4,4,4,4,4,4,3,4,4,-99,1,-99,3,3,3,-99,2,1,2,3,3,3,3,3,3,1,1,4,62.5,-99
3/7/2024 11:39,3/7/2024 11:52,0,100,794,1,3/7/2024 11:52,email,EN,1,2,1,4,1,1,1,1,1,4,4,4,1,1,4,4,4,-99,4,4,4,1,1,4,4,4,4,-99,-99,4,4,4,-99,-99,4,4,4,-99,4,4,4,4,-99,4,4,4,4,3,-99,4,3,3,3,3,1,3,3,1,1,1,3,3,1,1,3,62.5,-99
3/7/2024 11:50,3/7/2024 11:56,0,100,365,1,3/7/2024 11:56,email,EN,1,2,2,1,1,3,2,1,1,2,3,1,1,1,4,4,4,3,4,4,4,3,4,3,3,3,3,-99,-99,4,4,-99,-99,-99,4,4,4,4,3,2,2,2,2,-99,3,4,4,3,"The numerous times we're required to log into systems through the Single Sign-in is onerous--and if we happen to leave our phones at home, getting through the work day isn't possible without retrieving our phone.",3,1,3,2,4,1,1,2,1,3,3,3,3,1,1,1,47.5,-99
3/7/2024 11:52,3/7/2024 11:57,0,100,333,1,3/7/2024 11:57,email,EN,1,3,3,1,1,3,1,1,1,4,4,1,1,1,4,4,4,3,4,4,4,4,4,1,4,4,1,-99,-99,4,4,-99,-99,-99,4,4,4,4,4,4,4,4,4,-99,4,4,-99,1,"can't really think of anything, honestly.  I have everything I need!",2,1,2,1,2,1,3,1,1,3,3,1,2,1,1,1,62.5,nope
3/7/2024 11:55,3/7/2024 11:59,0,100,209,1,3/7/2024 11:59,email,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,3,3,2,2,2,2,1,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,4,4,3,3,-99,-99,1,-99,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,67.5,-99
3/7/2024 11:57,3/7/2024 12:00,0,100,224,1,3/7/2024 12:00,email,EN,1,3,1,5,1,2,2,-99,-99,2,3,4,1,1,4,4,4,2,4,4,4,4,4,3,4,4,-99,-99,-99,4,4,4,-99,-99,4,4,4,4,2,2,3,4,3,4,4,4,-99,2,More wireless connection in outside spaces. ,3,3,2,2,4,3,2,2,2,3,3,4,4,4,1,4,52.5,-99
3/7/2024 11:50,3/7/2024 12:00,0,100,615,1,3/7/2024 12:01,email,EN,1,1,1,2,1,3,1,-99,-99,-99,-99,-99,-99,-99,4,3,4,3,4,4,4,4,2,3,4,4,3,-99,-99,-99,-99,-99,-99,-99,3,4,4,4,3,3,3,4,-99,3,3,3,-99,3,"Often times when my dept has a technology request that needs to met in a certain timeframe, we are often told priority is for another dept project and our request is put on hold because there aren't enough resources.",3,2,3,1,1,1,1,3,2,3,2,4,4,2,1,1,52.5,-99
3/7/2024 11:55,3/7/2024 12:04,0,100,535,1,3/7/2024 12:04,email,EN,1,4,1,5,1,2,1,-99,-99,3,3,4,1,1,4,4,4,3,4,4,4,4,1,-99,3,3,-99,-99,-99,4,4,4,-99,-99,3,3,4,-99,4,4,2,4,-99,-99,3,3,3,2,Quicker turn around on issues and/or collaborations around EHR with PyraMED,2,3,2,1,4,1,3,3,3,3,3,2,2,1,1,3,42.5,-99
