StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,USE_CMS,USE_TMS,USE_STMS,USE_ITS,USE_IDS,USE_CS,USE_GAIT,USE_LIAC,USE_LDL,USE_LSG,USE_LDB,USE_FPC,USE_HDTS,USE_CCL,USE_DASS,USE_HPC,USE_DSDH,USE_BL,USE_BTE,USE_IPFS,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_TRCTP,IMP_ITS,IMP_IDS,IMP_CS,IMP_GAIT,IMP_SGAIT,IMP_LIAC,IMP_LSSR,IMP_LSSSR,IMP_SSCN,IMP_LDL,IMP_LSG,IMP_LDB,IMP_AFTM,IMP_FPC,IMP_CFCPS,IMP_HDTS,IMP_SDCP,IMP_TRDCP,IMP_CCL,IMP_DASS,IMP_HPC,IMP_DHDS,IMP_BL,IMP_BTE,IMP_AWAC,IMP_PWAC,IMP_ELCS,IMP_IPFS,IMP_RCTN,IMP_ICDA,IMP_ILDA,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_TRCTP,DS_ITS,DS_IDS,DS_CS,DS_GAIT,DS_SGAIT,DS_LIAC,DS_LSSR,DS_LSSSR,DS_SSCN,DS_LDL,DS_LSG,DS_LDB,DS_AFTM,DS_FPC,DS_CFCPS,DS_HDTS,DS_SDCP,DS_TRDCP,DS_CCL,DS_DASS,DS_HPC,DS_DHDS,DS_BL,DS_BTE,DS_AWAC,DS_PWAC,DS_ELCS,DS_IPFS,DS_RCTN,DS_ICDA,DS_ILDA,EITS,ELS,INF_ATS,INF_ALS,INF_AATD,INF_ATRW,INF_GAIT,INF_CITN,DAIT_F,DAIT_K,DAIT_RL,DAIT_RS,AP_GAIT,LRN_CMS,LRN_TMS,LRN_GAIT,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,FTIME,RANK,RANK_5_TEXT,TEN,AGE,COMMENT
3/8/2024 13:22,3/8/2024 13:39,0,100,1047,1,3/8/2024 13:39,email,EN,5,2,2,1,1,5,1,2,1,1,5,2,2,1,1,1,1,2,2,5,4,4,4,4,4,4,3,4,1,3,4,4,4,4,4,2,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,-99,-99,4,3,3,-99,4,-99,4,1,3,4,3,4,3,-99,-99,-99,-99,4,4,4,3,4,4,-99,-99,-99,We need more librarians,More librarians,2,2,1,1,1,2,4,4,4,4,9,2,2,3,3,2,1,1,1,1,1,2,-99,2,42.5,It is imperative that the College hire more librarians.
3/7/2024 12:47,3/8/2024 13:46,0,100,89923,1,3/8/2024 13:46,email,EN,5,5,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,4,4,4,4,4,2,3,1,1,1,2,2,2,1,1,2,2,3,3,3,3,3,1,1,1,1,2,2,4,4,4,4,4,4,4,3,3,4,4,4,4,-99,4,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,3,4,4,3,2,-99,-99,-99,-99,-99,-99,4,4,4,4,4,3,3,-99,-99,3,2,2,2,2,3,-99,-99,-99,-99,1,2,2,2,2,1,3,1,2,2,1,3,-99,3,42.5,-99
3/8/2024 14:50,3/8/2024 14:58,0,100,501,1,3/8/2024 14:58,email,EN,4,4,1,1,1,4,1,1,4,4,4,1,1,1,1,1,1,1,1,5,4,2,4,3,3,1,1,2,1,1,1,3,3,1,4,3,4,3,2,2,2,4,4,1,1,1,1,2,1,4,4,4,4,3,3,3,4,4,4,4,4,-99,-99,-99,-99,-99,-99,4,4,-99,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,-99,-99,3,3,2,2,2,3,4,4,4,4,9,1,1,1,2,2,2,2,2,1,1,4,-99,3,62.5,-99
3/8/2024 15:22,3/8/2024 15:27,0,100,289,1,3/8/2024 15:27,email,EN,1,5,2,1,1,3,1,1,1,1,1,2,2,1,1,1,1,2,2,5,1,1,4,4,4,1,1,2,1,1,1,1,1,4,1,1,1,1,3,2,2,3,3,1,1,1,1,2,2,4,3,4,4,3,4,2,-99,-99,3,4,3,-99,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,3,3,3,3,-99,-99,-99,-99,3,3,3,3,2,3,1,1,-99,-99,-99,1,1,1,1,1,1,2,1,1,1,9,1,1,1,1,1,1,3,2,1,1,3,-99,3,47.5,-99
3/8/2024 15:34,3/8/2024 16:02,0,100,1673,1,3/8/2024 16:02,email,EN,5,3,2,3,2,5,1,2,4,2,2,2,2,1,1,1,1,1,1,5,4,3,3,4,4,3,3,4,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,-99,3,4,4,3,2,-99,-99,-99,-99,-99,3,4,4,4,4,4,4,4,It would be great if student helpdesk workers had more knowledge about different systems or were more quick to turn to someone else who does have that knowledge. I've learned that sometimes its a lot faster to look things up online but that has drawb,"I am concerned regarding how many librarians we've lost, including diversity of librarians. I think Midd needs to pay our librarians more so that we can retain great librarians!",3,3,2,2,3,2,4,4,4,4,9,2,4,2,4,3,3,3,2,2,1,3,-99,1,62.5,Thanks for all that you do!
3/9/2024 0:18,3/9/2024 0:28,0,100,613,1,3/9/2024 0:28,email,EN,2,4,2,1,1,3,1,2,2,2,3,2,2,1,1,1,1,1,1,2,1,1,3,2,2,2,1,2,1,1,3,3,4,1,2,2,4,3,3,3,3,4,4,1,1,1,1,1,1,3,3,3,2,2,2,2,3,3,4,3,3,3,-99,3,-99,-99,3,1,3,1,3,3,4,1,2,2,2,2,2,-99,-99,-99,-99,-99,-99,3,2,2,4,3,3,3,More support when issuing College-owned laptops.,More print holdings.,3,3,2,3,2,2,3,4,3,3,9,2,2,1,2,2,1,2,2,2,1,4,-99,3,52.5,-99
3/9/2024 9:55,3/9/2024 10:14,0,100,1158,1,3/9/2024 10:14,email,EN,1,1,1,1,1,3,1,1,5,5,1,1,1,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,2,4,3,-99,4,4,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,4,4,4,-99,4,4,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,-99,-99,-99,1,-99,"No further delisting of monographs! Actively making students aware of scholarly resources in music, sociology and history.",1,4,1,1,1,1,-99,-99,-99,-99,9,1,1,1,1,1,1,2,1,2,0,1,-99,1,77.5,"What is this DLINQ stuff? I do not use technology. My wife Sherri helped me with this survey. I'm 89 and we both read paper books. We both have over 1,00 0 books in our house. "
3/9/2024 11:13,3/9/2024 11:32,0,100,1145,1,3/9/2024 11:32,email,EN,5,5,2,2,2,5,2,2,5,2,5,2,3,3,2,1,3,2,2,4,4,4,4,4,4,4,3,-99,1,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,-99,4,2,4,-99,-99,3,2,2,-99,4,4,2,-99,2,3,3,3,3,3,-99,-99,2,4,-99,4,4,4,4,4,4,4,Increase access to online journal subscriptions,"More support for library instruction in classrooms, especially for digital humanities. I realize that there has been a staff shortage, but I hope that new additions to the library staff will alleviate this. I wish DLINQ supported more.",3,3,1,2,2,2,3,2,2,3,9,2,2,2,2,4,4,3,3,3,1,3,-99,3,47.5,-99
3/10/2024 11:07,3/10/2024 11:18,0,100,662,1,3/10/2024 11:18,email,EN,1,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,1,1,2,1,1,3,3,3,3,1,3,1,1,2,3,3,3,3,3,3,2,4,3,1,4,4,3,1,3,1,1,1,4,4,4,3,4,2,2,-99,-99,3,4,4,4,-99,-99,-99,-99,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,Onboarding as a new teacher wasn't great. Too many locations to visit with a muddled process.,Better desks and chairs in help space. Bigger help space. Round table doesn't make sense for side by side help and help person is across from you at the start.,3,2,2,2,1,2,4,4,4,4,9,2,3,3,3,3,1,3,3,1,0,5,j term and alum,1,67.5,-99
3/8/2024 10:30,3/10/2024 16:53,0,100,192169,1,3/10/2024 16:53,email,EN,4,4,1,1,1,5,2,1,1,1,3,2,1,2,1,4,1,1,1,4,2,1,-99,2,4,1,1,4,1,1,1,3,2,1,1,1,3,2,2,2,1,2,3,1,1,4,1,1,1,4,4,4,4,4,4,4,3,-99,3,-99,-99,-99,2,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,3,3,1,-99,3,-99,-99,-99,3,3,3,3,3,2,3,-99,-99,3,3,2,3,4,3,3,2,2,-99,2,1,1,1,1,1,1,3,4,4,1,2,-99,2,27.5,-99
3/10/2024 19:11,3/10/2024 19:43,0,100,1935,1,3/10/2024 19:43,email,EN,5,5,3,2,1,5,3,2,3,1,4,3,3,1,1,1,1,1,3,4,4,2,4,4,4,3,2,4,2,3,3,3,4,-99,3,2,4,4,4,3,4,4,4,1,-99,-99,-99,3,3,4,4,4,3,4,4,3,3,3,3,4,4,3,-99,3,2,2,3,-99,4,-99,4,-99,4,2,4,4,4,4,4,-99,-99,-99,-99,4,4,4,3,1,4,4,4,4,Give Joe DeFelice a raise for all the times he has saved me from AV user error!,-99,3,3,3,3,2,2,-99,-99,-99,-99,3,1,1,4,3,3,4,2,1,4,1,1,-99,1,37.5,-99
3/10/2024 20:56,3/10/2024 21:06,0,100,607,1,3/10/2024 21:06,email,EN,1,4,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,4,4,4,4,-99,4,1,1,-99,-99,4,4,4,4,-99,4,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,4,4,-99,4,4,4,-99,-99,-99,-99,4,4,4,2,-99,4,-99,-99,Everything worked just fine. I have no suggestions for improvement.,Did not use the services.,4,4,4,4,-99,4,-99,-99,-99,-99,9,1,1,1,1,1,1,1,1,1,0,5,Adjunct Winter term professor,1,77.5,-99
3/11/2024 0:27,3/11/2024 1:01,0,100,2005,1,3/11/2024 1:01,email,EN,4,4,2,2,1,5,1,2,5,2,4,3,3,1,1,1,1,2,1,4,4,3,4,3,4,2,1,4,1,1,4,4,4,3,4,2,4,4,4,3,4,4,4,1,1,1,1,2,1,4,4,4,3,4,3,3,4,4,3,3,2,-99,-99,4,-99,-99,3,4,4,-99,4,4,4,4,3,3,3,3,2,-99,-99,-99,-99,4,4,4,4,4,3,3,4,4,Either more immediate response time or more readily available trouble-shooting literature or both.,Cannot think of much.,2,4,1,3,1,2,4,4,3,3,9,2,2,2,2,3,2,3,2,1,1,4,-99,3,72.5,No.
3/11/2024 11:12,3/11/2024 11:21,0,100,572,1,3/11/2024 11:21,email,EN,5,5,2,2,1,5,3,2,1,1,5,3,3,1,1,1,1,1,2,5,4,2,4,3,3,2,2,4,1,1,3,3,3,2,-99,-99,4,4,4,2,3,4,4,1,1,1,1,4,2,4,4,3,4,3,3,4,4,-99,3,2,2,1,-99,4,3,-99,1,2,2,2,-99,-99,3,3,4,4,2,2,3,1,-99,-99,-99,1,3,3,3,4,4,3,2,1,"I have found that issues in classrooms will often reoccur after contacting IT services, and at times IT services have disrupted my classes about a supposed problem in my classroom that I didn't notify them of and that was not affecting me.",Hiring and maintaining librarians,3,1,2,3,3,3,-99,-99,-99,-99,2,2,2,2,2,2,2,1,1,2,1,-99,-99,-99,-99,-99
3/11/2024 12:15,3/11/2024 12:25,0,100,619,1,3/11/2024 12:25,email,EN,3,5,3,3,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,3,3,3,4,4,4,1,4,1,1,1,1,1,1,1,1,-99,1,1,4,3,1,3,3,1,1,1,1,1,1,1,4,4,4,4,1,1,4,4,4,4,4,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,-99,-99,-99,-99,-99,2,1,1,1,1,3,4,4,4,4,2,3,3,3,1,1,1,1,1,1,0,5,Professor of the Practice,1,72.5,"Why ask questions about race, gender, age?"
3/11/2024 14:19,3/11/2024 14:34,0,100,864,1,3/11/2024 14:34,email,EN,4,3,1,2,2,5,1,2,1,1,3,2,2,1,5,5,2,1,2,2,3,3,4,4,4,4,4,4,2,3,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-99,1,1,1,3,-99,-99,4,3,2,2,2,2,2,-99,3,3,3,-99,-99,4,4,1,4,4,2,2,more competent help,retain high value workers! the library staff is getting gutted and that hurts students and faculty alike,3,3,1,3,1,2,4,3,3,4,4,2,2,4,4,4,4,1,1,1,1,2,-99,2,37.5,-99
3/11/2024 19:51,3/11/2024 20:02,0,100,682,1,3/11/2024 20:02,email,EN,5,5,1,2,1,5,5,2,1,1,4,1,2,1,1,2,1,1,1,1,4,4,4,4,4,4,2,4,3,1,2,2,2,4,1,1,4,3,1,1,1,4,4,2,1,4,1,2,2,4,4,4,2,4,4,3,4,4,4,3,3,3,3,4,4,-99,-99,4,3,2,-99,-99,3,3,1,-99,1,1,1,-99,-99,4,-99,-99,4,4,4,3,-99,3,1,2,less corporate and more support attitude,-99,3,2,3,3,3,2,4,4,4,4,2,3,2,3,1,3,3,2,3,3,-99,-99,-99,-99,-99,-99
3/12/2024 7:24,3/12/2024 7:25,0,100,79,1,3/12/2024 7:25,email,EN,5,5,2,1,1,5,1,1,5,1,4,2,3,1,1,1,1,1,2,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3/12/2024 7:21,3/12/2024 7:28,0,100,396,1,3/12/2024 7:28,email,EN,5,4,1,2,2,4,2,2,4,1,4,2,2,1,1,1,1,1,1,5,4,3,4,4,3,3,4,4,2,2,4,4,4,1,4,2,4,4,4,3,4,4,3,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,-99,-99,-99,4,4,4,4,3,4,4,3,3,-99,More librarians!,2,2,2,2,2,2,4,4,4,4,9,3,3,2,3,3,3,3,3,2,1,4,-99,3,57.5,-99
3/12/2024 7:21,3/12/2024 7:30,0,100,539,1,3/12/2024 7:30,email,EN,5,5,2,2,1,4,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,-99,3,-99,3,1,4,1,1,2,1,2,-99,2,1,2,2,4,4,4,4,4,1,1,1,1,1,1,-99,-99,4,2,3,3,2,2,2,4,3,3,3,-99,4,-99,-99,4,-99,4,4,-99,-99,4,4,3,3,3,4,4,-99,-99,-99,-99,2,-99,4,4,3,-99,4,3,-99,Better classroom projection (e.g. a _true_ 4k projector in SDL 110).,-99,3,2,2,2,2,3,-99,2,-99,-99,-99,2,3,2,2,2,2,3,3,3,1,4,-99,3,52.5,-99
3/12/2024 7:37,3/12/2024 7:46,0,100,538,1,3/12/2024 7:46,email,EN,5,5,2,1,1,5,1,1,1,1,1,2,2,1,1,2,1,2,1,4,4,-99,4,3,3,1,1,4,1,1,1,4,4,3,1,1,1,1,3,1,1,3,3,1,1,2,1,3,3,4,4,4,3,4,4,4,4,4,3,2,2,-99,-99,3,-99,-99,2,2,4,2,-99,-99,-99,-99,3,3,3,2,2,-99,-99,3,-99,3,3,2,2,2,4,3,3,2,"I’d like to see technical support completely outsourced. 90% of the time when I have a technical issue it’s cannot help because it is too technical (matlab install issue, hardware problem etc)","Better journal access, I am tired of asking my colleagues at R1s to get me papers and it’s embarrassing. ILL is too slow",4,4,4,4,4,4,-99,-99,-99,-99,9,1,1,1,1,1,1,1,4,1,1,2,-99,2,-99,-99
3/12/2024 7:41,3/12/2024 7:47,0,100,337,1,3/12/2024 7:47,email,EN,1,5,2,2,1,4,1,2,1,1,3,3,3,2,1,1,1,1,1,5,1,1,4,4,4,3,2,4,1,1,3,4,4,3,2,2,4,3,4,4,4,4,4,3,1,1,2,2,1,4,4,4,4,3,3,3,-99,-99,4,4,4,4,-99,4,-99,-99,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,4,4,3,4,4,3,3,-99,-99,2,2,1,2,1,3,-99,-99,-99,-99,9,1,2,1,1,1,1,1,1,1,1,4,-99,3,62.5,-99
3/12/2024 7:41,3/12/2024 7:53,0,100,690,1,3/12/2024 7:53,email,EN,5,4,2,1,1,4,1,2,5,2,3,2,2,1,1,1,1,1,1,1,4,2,4,3,4,1,1,4,1,1,2,3,4,1,4,3,4,4,4,4,4,4,4,3,1,1,1,4,4,4,4,4,4,3,2,4,4,4,4,3,3,-99,-99,4,-99,-99,2,3,3,-99,4,4,3,3,3,3,3,3,3,3,-99,-99,-99,4,4,2,2,3,4,3,-99,-99,"Quicker response time, especially for classroom issues in real time.",Greater access to journals and e-versions of books.,2,3,1,3,1,1,-99,-99,-99,-99,9,3,3,4,4,4,4,4,4,1,1,5,Visiting Assistant Professor,1,47.5,-99
3/12/2024 7:45,3/12/2024 7:54,0,100,577,1,3/12/2024 7:54,email,EN,5,5,2,1,1,5,1,1,4,3,5,2,1,1,1,1,1,1,2,5,4,2,4,4,4,2,1,4,1,1,2,2,2,3,4,3,4,3,3,3,2,4,4,2,-99,-99,-99,3,3,4,4,4,4,3,3,4,4,-99,3,4,4,-99,-99,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,-99,-99,-99,-99,-99,4,3,3,4,4,3,3,2,"More people hired to respond at the beginning of the semester, when there is always a crunch of problems and issues. ","I would like there to be more librarians available who are specialists. As we lose librarians at Middlebury, we lose invaluable expertise and skills.   ",2,2,2,4,3,2,-99,-99,-99,-99,9,3,3,1,1,3,3,1,1,3,1,3,-99,3,47.5,-99
3/12/2024 7:50,3/12/2024 8:01,0,100,701,1,3/12/2024 8:01,email,EN,5,4,1,2,2,5,4,2,3,1,4,2,2,1,2,1,2,1,1,5,4,4,4,4,4,4,1,4,4,2,4,3,4,4,4,2,4,2,4,4,4,4,4,4,3,4,2,3,3,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Access to more academic journals as some important ones are missing in economics.,3,3,-99,-99,-99,2,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,-99,2,32.5,-99
3/12/2024 7:41,3/12/2024 8:12,0,100,1806,1,3/12/2024 8:12,email,EN,5,5,4,2,2,4,2,2,3,2,3,2,3,3,1,2,2,1,1,4,4,3,4,3,4,3,2,4,4,2,3,3,4,3,4,2,4,3,4,3,3,4,4,3,1,3,2,2,2,4,4,4,3,3,3,3,4,4,4,4,4,4,-99,4,4,2,4,4,4,4,2,2,4,4,3,4,4,3,3,4,-99,-99,3,-99,4,4,4,3,4,4,3,4,Maybe have a better self-service help line or webpage with troubleshooting suggestions.,I don't like the search engine now. It lags and it provides too many useless hits. The advanced search option is difficult to navigate as well.,4,4,2,2,3,3,3,4,3,3,2,1,1,3,4,2,2,4,4,2,1,2,-99,1,47.5,N/A
3/12/2024 8:08,3/12/2024 8:15,0,100,443,1,3/12/2024 8:16,email,EN,1,4,2,1,1,5,1,1,1,1,1,2,2,1,1,1,1,1,1,5,2,2,4,4,4,3,1,4,1,1,1,1,1,2,1,1,1,2,4,2,4,4,4,1,1,1,1,1,1,4,4,4,4,4,2,2,-99,-99,4,4,4,4,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,-99,-99,-99,-99,-99,-99,3,2,3,4,4,4,3,-99,-99,2,1,2,2,1,2,4,4,4,4,9,2,1,2,1,2,1,2,2,1,1,5,Athletics Faculty,1,42.5,-99
3/12/2024 8:09,3/12/2024 8:19,0,100,629,1,3/12/2024 8:19,email,EN,5,4,2,2,2,5,1,2,5,1,5,2,2,1,1,1,1,1,2,5,4,4,4,4,4,4,3,4,1,3,4,4,4,-99,4,2,4,4,4,3,4,4,4,3,-99,-99,2,-99,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,-99,-99,4,3,4,-99,3,-99,3,4,4,4,4,4,4,-99,-99,-99,-99,-99,4,4,4,4,4,4,4,-99,"N/A I've been happy with the IT services I've had to rely on, especially re: in-class issues with classroom technology",Wider access to journal subscriptions and online books in my field and/or a token system to receive them without waiting for ILL,3,3,2,4,2,4,-99,-99,-99,-99,9,1,1,2,2,3,3,3,3,2,1,2,-99,2,27.5,-99
3/12/2024 8:15,3/12/2024 8:21,0,100,389,1,3/12/2024 8:21,email,EN,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,4,1,1,3,3,3,2,1,1,3,3,3,3,3,4,4,1,1,1,1,1,1,4,4,4,1,4,4,2,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,1,4,4,1,3,-99,-99,-99,-99,-99,-99,4,4,2,-99,3,2,2,"Going in with computer problems to a student-worker who is texting and confused and doesn't seem interested is very demoralizing. Also, the new computers should be handed over by an adult staff member who makes sure they are set up properly. ",-99,2,1,1,2,1,1,-99,-99,-99,-99,5,3,3,3,2,3,1,1,3,2,1,3,-99,3,52.5,-99
3/12/2024 8:22,3/12/2024 8:33,0,100,642,1,3/12/2024 8:33,email,EN,5,5,2,1,1,4,1,2,2,2,3,2,2,1,1,1,1,1,1,5,4,3,4,4,4,3,1,4,1,1,2,2,2,1,2,2,4,4,4,3,3,4,4,2,1,1,1,3,3,4,4,4,4,4,2,2,4,4,4,4,4,4,-99,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,-99,-99,2,2,2,2,2,2,4,4,4,4,9,2,2,1,2,2,2,2,1,-99,1,4,-99,3,67.5,-99
3/12/2024 8:23,3/12/2024 8:33,0,100,613,1,3/12/2024 8:33,email,EN,5,5,2,2,2,1,1,1,5,1,3,3,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,-99,-99,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,4,4,4,-99,4,4,4,4,-99,4,4,4,3,3,4,3,4,3,4,-99,-99,4,4,3,3,3,4,4,4,4,4,"It would be useful to have a very responsive service for problems with classroom equipment, especially on Monday morning. There has often been problems after the weekend (equipment missing or setting parameters changed) at Château.",Having the possibility to keep ILL items longer.,3,3,2,3,3,3,4,4,4,3,9,3,3,3,3,-99,-99,-99,-99,-99,1,3,-99,3,47.5,-99
3/12/2024 8:27,3/12/2024 8:36,0,100,519,1,3/12/2024 8:36,email,EN,5,5,2,1,1,2,2,2,1,1,3,2,2,3,1,1,1,1,1,1,4,4,4,4,4,2,1,4,3,1,4,1,4,4,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,1,4,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Add more Bloomberg terminals,Add more Bloomberg terminals,3,3,3,3,3,3,4,4,4,4,3,1,1,1,1,1,1,3,3,3,-99,-99,-99,-99,-99,-99
3/12/2024 8:25,3/12/2024 8:37,0,100,688,1,3/12/2024 8:37,email,EN,4,4,1,2,2,4,1,2,1,3,4,2,2,2,1,1,1,2,1,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,-99,4,4,4,4,-99,4,4,2,4,4,4,4,4,4,1,1,4,4,-99,3,3,4,4,3,3,4,"Robust support for high performance computing. This is something that other liberals arts colleges do much better than we do currently. I know that STSS in BiHall has worked to get a position like this and would support it housed there, or ITS.","This is a bit outside of library but space-wise is in the library (Armstrong) -- we need better space, staffing, vision and implementation of a STEM resource hub, one that is welcoming to walk-ins, that provides stats help, GIS help, math tutoring...",3,3,3,3,2,4,4,4,4,4,9,2,2,4,3,4,4,4,4,2,1,4,-99,3,57.5,High performance computing support needed.
3/12/2024 8:26,3/12/2024 8:43,0,100,1057,1,3/12/2024 8:43,email,EN,5,5,3,3,2,5,4,2,4,5,5,3,3,1,3,1,4,1,2,5,3,3,4,4,4,4,2,-99,2,2,4,2,4,3,4,4,4,4,4,4,4,4,4,1,4,1,4,1,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,-99,4,4,4,4,4,4,4,4,4,3,"The options change so quickly, it would be nice to have a consultation service for individuals, for example:  Sit down with an expert explain your use, your challenges, and get suggestions. I may be using methods that are 30 years old.","I think the real challenge is with students, for whom the library is a foreign country.  I know enough as a scholar to find what I need, but my students are truly at sea!",3,3,2,2,1,3,4,4,4,4,2,2,2,3,4,3,3,4,4,1,1,4,-99,3,57.5,-99
3/12/2024 8:42,3/12/2024 8:47,0,100,353,1,3/12/2024 8:47,email,EN,5,5,2,2,2,5,1,2,2,2,5,2,2,1,1,1,3,1,1,1,4,3,4,4,4,4,4,4,1,2,3,3,4,2,3,3,4,3,3,3,3,4,4,2,2,1,3,1,1,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,-99,-99,4,4,4,-99,4,4,4,3,4,4,4,4,4,4,-99,-99,4,-99,-99,3,3,3,4,4,4,4,-99,-99,2,3,1,2,2,3,4,4,4,4,9,1,1,2,2,4,1,3,3,1,1,2,-99,2,47.5,-99
3/12/2024 8:56,3/12/2024 9:01,0,100,302,1,3/12/2024 9:01,email,EN,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,3,2,2,1,1,3,1,1,1,1,1,4,1,1,1,1,4,2,4,4,4,1,1,1,1,1,3,4,4,4,3,3,3,3,-99,-99,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,-99,-99,-99,-99,-99,-99,3,3,4,4,4,4,4,-99,-99,2,2,1,1,1,2,-99,-99,-99,-99,9,1,1,1,1,1,1,1,1,1,1,3,-99,1,47.5,-99
3/12/2024 8:51,3/12/2024 9:01,0,100,613,1,3/12/2024 9:01,email,EN,5,3,2,2,3,4,2,1,2,1,2,2,2,1,1,1,1,1,1,5,4,4,3,3,4,2,3,4,2,2,2,-99,3,-99,2,2,3,4,4,3,3,4,3,-99,-99,-99,2,-99,-99,4,4,4,4,3,2,2,4,4,3,3,4,4,4,4,3,3,1,-99,4,-99,-99,-99,4,3,4,4,4,4,4,-99,-99,-99,-99,-99,-99,4,4,3,4,4,-99,4,-99,-99,3,3,3,3,2,3,4,4,4,4,9,3,2,4,1,3,2,2,2,1,0,5,Professor of the practice,1,62.5,-99
